,segment_code,segment_name,family_code,family_name,class_code,class_name,commodity_code,commodity_name
51,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121500,Fourrage pour animaux d'élevage,10121505,Foin
52,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121500,Fourrage pour animaux d'élevage,10121506,Tourteau
53,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121600,Nourriture pour oiseaux et volailles,10121601,Nourriture vivante pour oiseau
54,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121600,Nourriture pour oiseaux et volailles,10121602,Graines pour oiseau
55,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121600,Nourriture pour oiseaux et volailles,10121603,Friandises ou collations pour oiseaux
56,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121600,Nourriture pour oiseaux et volailles,10121604,Nourriture pour volaille
57,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121700,Nourriture pour poissons,10121701,Saumure fraîche ou congelée
58,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121700,Nourriture pour poissons,10121702,Granulés pour poisson
59,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121700,Nourriture pour poissons,10121703,Flocons pour poisson
60,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121800,Nourriture pour chiens et chats,10121801,Nourriture sèche pour chien
61,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121800,Nourriture pour chiens et chats,10121802,Nourriture humide pour chien
62,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121800,Nourriture pour chiens et chats,10121803,Lait pour chiens ou chats
63,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121800,Nourriture pour chiens et chats,10121804,Nourriture sèche pour chats
64,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121800,Nourriture pour chiens et chats,10121805,Nourriture humide pour chats
65,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121800,Nourriture pour chiens et chats,10121806,Friandises et collations pour chats ou chiens
66,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10121900,Nourriture pour rongeurs,10121901,Nourriture agglomérée pour rongeurs
67,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10122000,Nourriture pour reptiles,10122001,Nourriture agglomérée pour reptiles
68,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10122000,Nourriture pour reptiles,10122002,Nourriture humide pour reptiles
69,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10122000,Nourriture pour reptiles,10122003,Nourriture vivante pour reptiles
70,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10122100,Nourriture pour animaux - divers,10122101,Nourriture pour cochons
71,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10122100,Nourriture pour animaux - divers,10122102,Nourriture pour visons
72,10000000,"Plantes et animaux vivants, accessoires et fournitures",10120000,Nourriture pour animaux,10122100,Nourriture pour animaux - divers,10122103,Nourriture pour singes
73,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131500,Abris pour animaux,10131506,Étable ou écurie
74,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131500,Abris pour animaux,10131507,Cabane pour animal domestique
75,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131500,Abris pour animaux,10131508,Lits pour animaux domestiques
76,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131600,Confinement des animaux,10131601,Cage ou accessoires pour cage
77,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131600,Confinement des animaux,10131602,Chenil ou niche
78,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131600,Confinement des animaux,10131603,Cage de transport
79,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131600,Confinement des animaux,10131604,Enclos pour chien
80,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131700,Habitats pour animaux,10131701,Terrarium
81,10000000,"Plantes et animaux vivants, accessoires et fournitures",10130000,Habitats et enclos pour animaux,10131700,Habitats pour animaux,10131702,Aquarium
82,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141500,Sellerie,10141501,Selle
83,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141500,Sellerie,10141502,Cravache
84,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141500,Sellerie,10141503,Fers à cheval
85,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141500,Sellerie,10141504,Fers à cheval pour mules
86,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141601,Bride
87,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141602,Attelage ou joug
88,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141603,Mors
89,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141604,Rêne
90,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141605,Étrier d'attelage
91,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141606,Laisse
92,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141607,Colliers pour animaux
93,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141608,Harnais ou accessoires pour harnais
94,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141609,Contention
95,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141610,Muselières
96,10000000,"Plantes et animaux vivants, accessoires et fournitures",10140000,Sellerie et harnais,10141600,Harnais,10141611,Porte-laisse
97,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151501,Graines ou semis de haricot
98,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151502,Graines ou semis de carotte
99,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151503,Graines ou semis de céleri
100,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151504,Graines ou semis de piment
101,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151505,Graines ou semis de courgette
102,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151506,Graines ou semis de pois
103,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151507,Graines ou semis de concombre
104,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151508,Graines ou semis d'aubergine
105,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151509,Graines ou semis d'endive
106,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151510,Graines ou semis d'ail
107,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151511,Graines ou semis de poireau
108,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151512,Graines ou semis de laitue
109,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151513,Graines ou semis de maïs
110,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151514,Graines ou semis de melon
111,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151515,Graines ou semis d'oignon
112,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151516,Graines ou semis de soja
113,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151517,Graines ou semis d'épinard
114,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151518,Graines ou semis de tomate
115,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151519,Graines ou semis de navet
116,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151520,Graines ou semis de bette à carde
117,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151521,Graines ou semis de poivrons
118,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151522,Graines ou semis de betteraves
119,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151523,Graines ou semis de choux-fleurs
120,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151524,Graines ou semis de persil
121,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151525,Graines ou semis de brocolis
122,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151526,Graines ou semis de choux
123,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151527,Graines ou semis de pommes de terre
124,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151528,Graines ou semis de patates douces
125,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151529,Graines ou semis de citrouilles
126,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151530,Graines ou semis de radis
127,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151531,Graines ou semis de choux de Bruxelles
128,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151532,Graines ou semis de courges
129,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151533,Graines ou semis de gombos
130,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151534,Graines ou semis de cantaloups
131,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151500,Graines et semis de légumes,10151535,Graines ou semis d'arachides
132,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151601,Graines de blé
133,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151602,Graines de colza
134,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151603,Graines d'orge
135,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151604,Graines de millet
136,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151605,Graines d'avoine
137,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151606,Graines de sésame
138,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151607,Graines de lin
139,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151608,Graines de ricin
140,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151609,Graines de maïs
141,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151610,Graines de seigle
142,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151600,Graines de céréales,10151611,Graines de sorgho
143,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151700,Graines et semis d'herbe et de fourrage,10151701,Graines ou semis de riz
144,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151700,Graines et semis d'herbe et de fourrage,10151702,Graines ou semis de trèfle
145,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151700,Graines et semis d'herbe et de fourrage,10151703,Graines ou semis de luzerne
146,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151700,Graines et semis d'herbe et de fourrage,10151704,Graines ou semis pour gazon
147,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151700,Graines et semis d'herbe et de fourrage,10151705,Graines ou semis de coronilles
148,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151700,Graines et semis d'herbe et de fourrage,10151706,Graines ou semis de guars
149,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151801,Graines ou semis de poivre
150,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151802,Graines ou semis de vanille
151,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151803,Graines ou semis de cannelle
152,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151804,Graines ou semis de clou de girofle
153,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151805,Graines ou semis de coriandre
154,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151806,Graines ou semis de gingembre
155,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151807,Graines ou semis de safran
156,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151808,Graines ou semis de thym
157,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151809,Graines ou semis de cari
158,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151810,Graines ou semis de moutarde
159,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151800,Graines et semis d'épices,10151811,Racines ou semis de ginseng
160,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151901,"Graines, bulbe, semis ou bouture de tulipe"
161,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151902,"Graines, semis ou bouture de rose"
162,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151903,"Graines, bulbe, semis ou bouture de jonquille"
163,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151904,Graines de tournesol
164,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151905,Bulbes ou pousses de jacinthe
165,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151906,Bulbes de lis
166,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10151900,"Graines, bulbes, semis et boutures de fleurs",10151907,Graines ou semis de vesce
167,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152000,Graines et boutures d'arbres et d'arbustes,10152001,Graines ou bouture d'arbre fruitier
168,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152000,Graines et boutures d'arbres et d'arbustes,10152002,Graines ou bouture de conifère
169,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152000,Graines et boutures d'arbres et d'arbustes,10152003,Graines ou bouture de noyer
170,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152100,Résidus autres que la nourriture animale,10152101,Résidus d'extraction de graines d'acacia
171,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152100,Résidus autres que la nourriture animale,10152102,Résidus de graines de colza
172,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152100,Résidus autres que la nourriture animale,10152103,Résidus de graines de lin
173,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152100,Résidus autres que la nourriture animale,10152104,Tourteau de neem
174,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152200,Graines ou semis fibreux,10152201,Graines ou semis de coton
175,10000000,"Plantes et animaux vivants, accessoires et fournitures",10150000,"Graines, bulbes, semis et boutures",10152200,Graines ou semis fibreux,10152202,Graines ou semis de lin
176,10000000,"Plantes et animaux vivants, accessoires et fournitures",10160000,Floriculture et sylviculture,10161500,Arbres et arbustes,10161501,Olivier
177,10000000,"Plantes et animaux vivants, accessoires et fournitures",10160000,Floriculture et sylviculture,10161500,Arbres et arbustes,10161502,Caféier
178,10000000,"Plantes et animaux vivants, accessoires et fournitures",10160000,Floriculture et sylviculture,10161500,Arbres et arbustes,10161503,Cacaoyer
179,10000000,"Plantes et animaux vivants, accessoires et fournitures",10160000,Floriculture et sylviculture,10161500,Arbres et arbustes,10161504,Pommier
180,10000000,"Plantes et animaux vivants, accessoires et fournitures",10160000,Floriculture et sylviculture,10161500,Arbres et arbustes,10161505,Pêcher
181,10000000,"Plantes et animaux vivants, accessoires et fournitures",10160000,Floriculture et sylviculture,10161500,Arbres et arbustes,10161506,Oranger
