,link,title,type,contract_type,date_publication,date_conclusion,date_complaints,organization,address,class_code,class_name,category_code,category_name
10,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=0ecc33a9-8ca1-45d5-a024-4f900f8db77d&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement de la vanne d'altitude et mise à niveau du bâtiment existant Duke of Kent,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
11,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=937bac86-dad2-44e3-8fab-c9dfb07a40c1&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Travaux de remplacement des surpresseurs de biogaz à la STEU,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Ville de Repentigny.,"435 boul, Iberville
Repentigny, QC
J6A 2B6",['30222700'],['Ouvrages industriels'],['C03'],['Autres travaux de construction']
12,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=20bf1e03-a000-4166-89b3-118bebd24aba&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,"Travaux de construction de conduites d’eau principales et secondaires, d’égout, de voirie et modification sur le réseau de la CSEM sur l’avenue Pierre-de-Coubertin entre les rues Viau et Du Quesne",Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
13,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=f62bb1c4-ab27-44f0-a6b0-36c2ce784474&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réhabilitation par chemisage d’une conduite d’aqueduc de 300 mm sur la 54e Avenue entre la rue Sherbrooke et au nord de l’autoroute 20 - arr. Lachine,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
14,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=6e79eda6-939a-406b-b4bc-642e5ef291c5&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réhabilitation par chemisage de conduites d’aqueduc de 600 mm et 200 mm sur la rue De Montmorency entre la rue Grand Trunk et au sud du Canal Lachine,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
15,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=dd176ede-e3ee-425c-89a6-0ca595b44878&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Mise à niveau de la station de pompage McTavish,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
16,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=25a712d3-82e3-4b67-9bd0-4cb891518998&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,"Travaux de réhabilitation et de construction d'une conduite d'eau principale de 400 mm, de construction d'une chambre de régulation de pression, de planage-revêtement et de construction d'une saillie sur l'ave Greene et la rue St-Ambroise",Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
17,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=9d59f882-a7fd-494b-bff6-0b8baa7e7261&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réhabilitation par chemisage de conduites d’aqueduc de 600 mm et 200 mm sur la rue De Montmorency entre la rue Grand Trunk et au sud du Canal Lachine,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
18,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=c5e86fed-e481-487e-acfc-723eb25cfec4&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réhabilitation par chemisage d’une conduite d’aqueduc de 300 mm sur la 54e Avenue entre la rue Sherbrooke et au nord de l’autoroute 20 - arr. Lachine,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
19,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=3acb4c15-8e25-428d-8b59-dc6dfa25f57e&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Installation de dispositifs anti refoulement dans six usines d'eau potable,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
20,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=9fd96fe3-4a17-4519-bb80-19af9e2ddd7f&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Modification du point de dosage d'alun à la station d'épuration des eaux usées,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Municipalité de Saint-Isidore.,"671, saint Regis
Saint-Isidore (Montérégie), QC
J0L 2A0",['72190000'],"[""Entretien et réparation d'infrastructures""]",['C03'],['Autres travaux de construction']
21,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=1ff11170-1375-4ab5-9b8c-1e25be6bd75e&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Fourniture et installation de stations d'alerte,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
22,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=9b6ad494-e475-414f-bed4-af84fb73a0c7&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Travaux de remplacement du système de stockage carburant diesel STEU,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Ville de Repentigny.,"435 boul, Iberville
Repentigny, QC
J6A 2B6",['72100000'],"[""Services de construction, de réparation et d'entretien d'immeubles""]",['C03'],['Autres travaux de construction']
23,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=88f6e012-de50-46c6-bfba-66b05cbe99bb&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement des installations septiques à l'école Saint-Bernard,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Commission scolaire des Grandes Seigneuries,"1250 Boulevard Taschereau,
2e étage
La Prairie, QC
J5R 1X2","['30222301', '72100000', '72102300', '72103004']","['Écoles', ""Services de construction, de réparation et d'entretien d'immeubles"", 'Plomberie, chauffage et climatisation', ""Services d'excavation""]",['C03'],['Autres travaux de construction']
24,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=0e728c7f-38e5-4db3-80fa-a809830d7741&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,RIGMRBM - Mise à jour du système de traitement des eaux usées du site d’enfouissement technique,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Régie intermunicipale de gestion des matières résiduelles de Brome-Missisquoi,,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
25,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=d9b9216c-b30b-4f61-815e-82e7764e583c&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Sécurisation des accès Actiflo - Usine Pierrefonds,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
26,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=2410dc1a-1fe9-49f8-a08d-33c5bf02a0af&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Optimisation du site Perreault de traitement des eaux usées,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-06-17,Ville de Lévis.,"9009, boul. du Centre-Hospitalier
2e étage
Lévis, QC
G6X 1L4",['72190000'],"[""Entretien et réparation d'infrastructures""]",['C03'],['Autres travaux de construction']
27,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=472e1d86-9d96-4f93-8f15-725b05d04971&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,"Réfection d'une chambre de vanne de 1200 mm de diamètre sur l'avenue Lincoln, à l'angle de la rue Lambert-Closse",Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-06-21,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
28,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=d073dbea-892d-48c4-83aa-b8aa90bf1a6b&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Travaux d'atténuation du bruit - Usine de production d'eau potable Pointe-Claire,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-07-08,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
29,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=df089abf-5204-4894-bcb9-31b1dc6182e2&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement du silencieux sur le système d'épuration des gaz de combustion de la cheminée - incinérateur #2,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-09-18,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'épuration des eaux usées","12001, boulevard Maurice-Duplessis
Montréal, QC
H1C 1V3","['71161413', '72102502']","['Services de construction ou de fabrication', 'Construction ou réparation (entretien) de cheminées']",['C03'],['Autres travaux de construction']
30,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=b71bbd5b-5707-4ad3-b645-1655ffdca0c5&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Sécurité machine non-outil usine d'Eau potable,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-07-29,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
31,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=47af2269-5510-4233-9f51-012b7ad2de94&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réfection des chambres à grand volume pour la sécurité des accès,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-08-19,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
32,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=b93091eb-e81b-4c27-bc9f-c677f137edd5&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Projet de mise à niveau du réservoir et station de pompage de Dollard-des-Ormeaux,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-09-17,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
33,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=36867fc6-c217-43ad-82f2-b4bed6b57338&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement d'une chambre de vanne à l'intersection des rues Sherbrooke et de Champlain,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-09-11,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
34,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=72201f63-25f1-4c50-8e1f-e3f7189ac30e&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,"Travaux de conduite d’eau principales et secondaires, d’égout et de voirie dans les rues Saint-Urbain, Clark, Legendre, boul. Saint-Laurent et rue de Port-Royal, entre les rues de Liège et Prieur",Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-10-01,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
35,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=a904f6e1-2829-4c79-88ac-d7c05269cada&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réfection des chambres à grand volume,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-10-04,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
36,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=27e45db8-d2df-469d-85db-036d2fbcb512&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,"Travaux de procédé industriel, de génie civil, d'électricité, d'instrumentation et d'architecture pour la construction du système de traitement des odeurs dans l'arrondissement Verdun",Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-10-24,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'épuration des eaux usées","12001, boulevard Maurice-Duplessis
Montréal, QC
H1C 1V3","['72000000', '72131700']","['Services - bâtiment, travaux de construction et entretien', ""Construction d'infrastructures ou d'ouvrages de génie civil""]",['C03'],['Autres travaux de construction']
37,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=74b72aa0-5cfb-4344-9dbe-76d190967a64&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Mise à niveau de la station de pompage Vincent d'Indy,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-10-28,"Ville de Montréal
Ville de Montréal - Service de l'eau - Direction de l'eau potable",,['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
38,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=b10f8120-c9e1-4a0c-90f5-86c61f5ba88d&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement des pompes de recirculation à la station de traitement des eaux usées,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2020-01-03,Municipalité de Saint-Jacques.,"16, rue Maréchal
Saint-Jacques, QC
J0K 2R0",['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C03'],['Autres travaux de construction']
39,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=053cb948-b1a9-4f19-a626-3770ec272415&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Mise à niveau du traitement de l'eau potable à l'école Des Jeunes-Riverains,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Commission scolaire de la vallée des Tisserands,"630, rue Ellice
Beauharnois, QC
J6N 3S1","['72000000', '72102300']","['Services - bâtiment, travaux de construction et entretien', 'Plomberie, chauffage et climatisation']",['C01'],['Bâtiments']
40,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=bc3e5031-532a-435d-a1da-9ee8342402f2&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement de la fosse septique et du champ d'épuration à l'école Coeur-Immaculé de Saint-Valère (011).,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Commission scolaire des Bois-Francs .,"40 Boul. Bois francs-Nord
C.P. 40
Victoriaville, QC
G6P 6S5",['72100000'],"[""Services de construction, de réparation et d'entretien d'immeubles""]",['C01'],['Bâtiments']
41,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=9fa3ff45-9f6b-407c-b695-16698b6e5b53&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Mise à niveau du traitement de l'eau potable à l'école Des Jeunes-Riverains,Avis d'appel d'offres sur invitation,Travaux de construction,Date de publication :,,,Commission scolaire de la vallée des Tisserands,"630, rue Ellice
Beauharnois, QC
J6N 3S1",['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C01'],['Bâtiments']
42,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=b4368cfc-9aa6-459f-adc1-c6bb35c17586&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Remplacement de la station d’épuration et travaux d’interception des eaux usées FEPTEU,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Municipalité de Sainte-Eulalie,"757, des Bouleaux
Sainte-Eulalie, QC
G0Z 1E0","['30222058', '30222700']","['Postes de pompage', 'Ouvrages industriels']",['C01'],['Bâtiments']
43,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=0d36a437-6871-44c7-9ea8-f6814b2e2e89&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,"Réfection du système de traitement des eaux usées, des blocs sanitaires et de la toiture à l'école Oasis située dans la municipalité de Sainte-Françoise",Avis d'appel d'offres,Travaux de construction,Date de publication :,,,Commission scolaire de la Riveraine,"375, rue de Monseigneur-Brunault
Nicolet, QC
J3T 1Y6","['30222059', '72000000', '72100000', '72101605', '72102303']","[""Postes de pompage d'eau d'égout"", 'Services - bâtiment, travaux de construction et entretien', ""Services de construction, de réparation et d'entretien d'immeubles"", 'Montage ou réparation de toitures', 'Construction de systèmes de plomberie']",['C01'],['Bâtiments']
44,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=ceb7eda9-0714-4a86-8c4c-888879e0dd83&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Agrandissement du bâtiment et systeme de déphosphatation - site de traitement des eaux usées,Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-07-08,Municipalité de Saint-Bruno,"563, St-Alphonse
Saint-Bruno, QC
G0W 2L0",['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C01'],['Bâtiments']
45,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=70c9778b-ade3-4b04-8841-918753416802&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Parc régional du Massif du Sud - Traitement des eaux usées d'origine domestique,Avis d'appel d'offres,Travaux de construction,Date de publication :,,,MRC de Bellechasse,"100 Monseigneur Bilodeau
Saint-Lazare, QC
G0R 3J0",['83101500'],"[""Services d'aqueduc et d'égout""]",['C01'],['Bâtiments']
46,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=4014b150-d811-444e-a735-de93dcc79024&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,Réfection de la toiture du bâtiment de la station de traitement des eaux usées,Contrat suite à un appel d'offres sur invitation,Travaux de construction,Date de publication :,2019-07-02,,Ville de Sainte-Marie.,,['72101605'],['Montage ou réparation de toitures'],['C01'],['Bâtiments']
47,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=611fbd5b-dbc8-4aae-b28e-72534b5a9be7&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,REMPLACEMENT DE LA STATION D’ÉPURATION ET TRAVAUX D’INTERCEPTION DES EAUX USÉES (FEPTEU),Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-09-12,Municipalité de Sainte-Eulalie,"757, des Bouleaux
Sainte-Eulalie, QC
G0Z 1E0","['30222058', '30222700']","['Postes de pompage', 'Ouvrages industriels']",['C01'],['Bâtiments']
48,https://www.seao.ca/OpportunityPublication/ConsulterAvis/Recherche?callingPage=3&ItemId=38a787c8-4d2e-4ad5-ac88-b46c69da7313&COpp=Search&&searchId=58dcae61-5805-4b3a-b3ec-ab2601150cb1,4402-19-0408 Exploitation des systèmes d'eau potable et d'eaux usées. (Villeroy),Avis d'appel d'offres,Travaux de construction,Date de publication :,,2019-11-26,Ministère des Transports (Direction des contrats de construction et de services),"700, boul. René-Lévesque Est
2e, Bureau 2.52
Québec, QC
G1R 4Y9",['72000000'],"['Services - bâtiment, travaux de construction et entretien']",['C01'],['Bâtiments']
